ReleasedDate	Released	Title	Genre	CreativeType	ProductionBudget	MaximumTheaters	Opening WeekendRevenue	DomesticBox Office	InternationalBox Office	WorldwideBox Office	Genre plotted
Oct 25, 2013	2013	Jackass Presents: Bad Grandpa	Comedy	Factual	15000000.00	3345	32055177.00	102003019.00	58900000.00	160903019.00	Comedy
Jul 12, 2013	2013	Pacific Rim	Action	Science Fiction	190000000.00	3285	37285325.00	101802906.00	309200000.00	411002906.00	Action
Jun 12, 2013	2013	This is the End	Comedy	Science Fiction	32000000.00	3055	20719162.00	101470202.00	25068915.00	126539117.00	Comedy
Mar 22, 2013	2013	Olympus Has Fallen	Thriller/Suspense	Contemporary Fiction	70000000.00	3106	30373794.00	98927592.00	51634572.00	150562164.00	Thriller/Suspense
Apr 12, 2013	2013	42	Drama	Dramatization	31000000.00	3405	27487144.00	95020213.00	2450488.00	97470701.00	Drama
Aug 9, 2013	2013	Elysium	Action	Science Fiction	120000000.00	3284	29807393.00	93050117.00	193141974.00	286192091.00	Action
Aug 9, 2013	2013	Disney Planes	Adventure	Kids Fiction	50000000.00	3716	22232291.00	90282580.00	147776989.00	238059569.00	Adventure
Jul 2, 2013	2013	The Lone Ranger	Western	Historical Fiction	275000000.00	3904	29210849.00	89302115.00	170700000.00	260002115.00	Drama
Apr 19, 2013	2013	Oblivion	Thriller/Suspense	Science Fiction	120000000.00	3792	37054485.00	89107235.00	198809398.00	287916633.00	Thriller/Suspense
Sep 13, 2013	2013	Insidious Chapter 2	Horror	Contemporary Fiction	5000000.00	3155	40272103.00	83586447.00	78335068.00	161921515.00	Horror
Dec 13, 2013	2013	Saving Mr. Banks	Drama	Dramatization	35000000.00	2671	413373.00	83299761.00	31662764.00	114962525.00	Drama
Jul 17, 2013	2013	Turbo	Adventure	Kids Fiction	135000000.00	3809	21312625.00	83028130.00	203868448.00	286896578.00	Adventure
Aug 2, 2013	2013	2 Guns	Action	Contemporary Fiction	61000000.00	3028	27059130.00	75612460.00	56880555.00	132493015.00	Action
Jun 28, 2013	2013	White House Down	Thriller/Suspense	Contemporary Fiction	150000000.00	3222	24852258.00	73103784.00	132336603.00	205440387.00	Thriller/Suspense
Jan 18, 2013	2013	Mama	Horror	Fantasy	15000000.00	2781	28402310.00	71628180.00	76467386.00	148095566.00	Horror
Feb 14, 2013	2013	Safe Haven	Drama	Contemporary Fiction	28000000.00	3223	21401594.00	71399120.00	22651831.00	94050951.00	Drama
Jul 31, 2013	2013	The Smurfs 2	Adventure	Kids Fiction	110000000.00	3867	17548389.00	71017784.00	277529739.00	348547523.00	Adventure
Nov 15, 2013	2013	The Best Man Holiday	Comedy	Contemporary Fiction	17000000.00	2041	30107555.00	70525195.00	2310515.00	72835710.00	Comedy
Aug 7, 2013	2013	Percy Jackson: Sea of Monsters	Adventure	Fantasy	90000000.00	3080	14401054.00	68559554.00	132300000.00	200859554.00	Adventure
Feb 14, 2013	2013	A Good Day to Die Hard	Action	Contemporary Fiction	92000000.00	3555	24834845.00	67349198.00	236900000.00	304249198.00	Action
Feb 1, 2013	2013	Warm Bodies	Romantic Comedy	Fantasy	30000000.00	3009	20353967.00	66380662.00	48740946.00	115121608.00	Comedy
Mar 1, 2013	2013	Jack the Giant Slayer	Adventure	Fantasy	195000000.00	3525	27202226.00	65187603.00	132500000.00	197687603.00	Adventure
Jun 7, 2013	2013	The Purge	Thriller/Suspense	Science Fiction	3000000.00	2591	34058360.00	64473115.00	26793466.00	91266581.00	Thriller/Suspense
Jan 28, 2013	2013	Last Vegas	Comedy	Contemporary Fiction	28000000.00	3237	16334566.00	63914167.00	49000000.00	112914167.00	Comedy
Nov 1, 2013	2013	Ender's Game	Adventure	Science Fiction	110000000.00	3407	27017351.00	61737191.00	66246092.00	127983283.00	Adventure
Sep 20, 2013	2013	Prisoners	Thriller/Suspense	Contemporary Fiction	46000000.00	3290	20817053.00	61002302.00	52400000.00	113402302.00	Thriller/Suspense
May 31, 2013	2013	After Earth	Action	Science Fiction	130000000.00	3401	27520040.00	60522097.00	190977568.00	251499665.00	Action
Dec 25, 2013	2013	The Secret Life of Walter Mitty	Adventure	Contemporary Fiction	91000000.00	2922	12765508.00	58236838.00	129624345.00	187861183.00	Adventure
Feb 15, 2013	2013	Escape From Planet Earth	Adventure	Kids Fiction	40000000.00	3353	15891055.00	57012977.00	17143633.00	74156610.00	Adventure
Oct 18, 2013	2013	12 Years a Slave	Drama	Historical Fiction	20000000.00	1474	923715.00	56671993.00	124353350.00	181025343.00	Drama
Nov 1, 2013	2013	Free Birds	Adventure	Kids Fiction	55000000.00	3736	15805237.00	55750480.00	54636592.00	110387072.00	Adventure
Jan 25, 2013	2013	Hansel & Gretel: Witch Hunters	Action	Contemporary Fiction	50000000.00	3375	19690956.00	55703475.00	159246241.00	214949716.00	Action
Apr 5, 2013	2013	Evil Dead	Horror	Fantasy	17000000.00	3025	25775847.00	54239856.00	43538500.00	97778356.00	Horror
Jul 19, 2013	2013	RED 2	Action	Contemporary Fiction	84000000.00	3016	18048422.00	53262560.00	88244795.00	141507355.00	Action
Dec 13, 2013	2013	Tyler Perry's A Madea Christmas	Comedy	Contemporary Fiction	25000000.00	2194	16007634.00	52543354.00	0.00	52543354.00	Comedy
Mar 29, 2013	2013	Tyler Perry’s Temptation	Drama	Contemporary Fiction	0.00	2047	21641679.00	51975354.00	1167790.00	53143144.00	Drama
Mar 15, 2013	2013	The Call	Thriller/Suspense	Contemporary Fiction	12800000.00	2507	17118745.00	51872378.00	17949098.00	69821476.00	Thriller/Suspense
Apr 26, 2013	2013	Pain & Gain	Action	Contemporary Fiction	26000000.00	3303	20244505.00	49875291.00	31400000.00	81275291.00	Action
Jan 11, 2013	2013	Gangster Squad	Drama	Dramatization	60000000.00	3103	17070347.00	46000903.00	58100000.00	104100903.00	Drama
Jun 7, 2013	2013	The Internship	Comedy	Contemporary Fiction	58000000.00	3399	17325307.00	44672764.00	49000000.00	93672764.00	Comedy
Aug 30, 2013	2013	No se Aceptan Devoluciones	Comedy	Contemporary Fiction	5000000.00	978	7846426.00	44467206.00	56019410.00	100486616.00	Comedy
Feb 22, 2013	2013	Snitch	Thriller/Suspense	Contemporary Fiction	15000000.00	2511	13167607.00	42930462.00	14977272.00	57907734.00	Thriller/Suspense
Sep 6, 2013	2013	Riddick	Action	Science Fiction	38000000.00	3117	19030375.00	42025135.00	52738623.00	94763758.00	Action
Jan 11, 2013	2013	A Haunted House	Comedy	Multiple Creative Types	2500000.00	2160	18101682.00	40041683.00	19880875.00	59922558.00	Comedy
Dec 25, 2013	2013	47 Ronin	Action	Fantasy	175000000.00	2690	9910310.00	38362475.00	113354340.00	151716815.00	Action
Dec 25, 2013	2013	August: Osage County	Black Comedy	Contemporary Fiction	25000000.00	2411	179302.00	37738810.00	13000000.00	50738810.00	Comedy
Nov 22, 2013	2013	Philomena	Drama	Contemporary Fiction	12000000.00	1225	128435.00	37709979.00	61253413.00	98963392.00	Drama
Sep 13, 2013	2013	The Family	Black Comedy	Contemporary Fiction	30000000.00	3091	14034764.00	36918811.00	14159730.00	51078541.00	Comedy
Dec 20, 2013	2013	Walking with Dinosaurs	Adventure	Kids Fiction	80000000.00	3243	7091938.00	36076121.00	87292721.00	123368842.00	Adventure
Oct 18, 2013	2013	Carrie	Horror	Fantasy	30000000.00	3157	16101552.00	35266619.00	47142901.00	82409520.00	Horror
Jan 4, 2013	2013	Texas Chainsaw 3D	Horror	Contemporary Fiction	20000000.00	2659	21744470.00	34341945.00	13324068.00	47666013.00	Horror
Jul 19, 2013	2013	R.I.P.D.	Action	Science Fiction	130000000.00	2852	12691415.00	33618855.00	45457823.00	79076678.00	Action
Jul 26, 2013	2013	Blue Jasmine	Comedy	Contemporary Fiction	18000000.00	1283	612064.00	33404871.00	69508090.00	102912961.00	Comedy
Jul 3, 2013	2013	Kevin Hart: Let Me Explain	Concert/Performance	Factual	2500000.00	892	10030463.00	32244051.00	83204.00	32327255.00	Concert/Musical
Feb 8, 2013	2013	Side Effects	Thriller/Suspense	Science Fiction	30000000.00	2605	9303145.00	32172757.00	34569381.00	66742138.00	Thriller/Suspense
Apr 12, 2013	2013	Scary Movie V	Comedy	Fantasy	20000000.00	3402	14157367.00	32015787.00	46598194.00	78613981.00	Comedy
Aug 21, 2013	2013	The Mortal Instruments: City of Bones	Adventure	Fantasy	60000000.00	3118	9336957.00	31165421.00	44800146.00	75965567.00	Adventure
Nov 22, 2013	2013	Delivery Man	Comedy	Contemporary Fiction	22000000.00	3036	7944977.00	30659817.00	39877053.00	70536870.00	Comedy
Dec 25, 2013	2013	Grudge Match	Comedy	Contemporary Fiction	40000000.00	2856	7021993.00	29807260.00	40000000.00	69807260.00	Comedy
Aug 30, 2013	2013	One Direction: This is Us	Concert/Performance	Factual	10000000.00	2735	15815497.00	28873374.00	39668412.00	68541786.00	Concert/Musical
Aug 16, 2013	2013	Kick-Ass 2	Action	Contemporary Fiction	28000000.00	2945	13332955.00	28795985.00	34333924.00	63129909.00	Action
Nov 1, 2013	2013	Dallas Buyers Club	Drama	Dramatization	5000000.00	1110	260865.00	27298285.00	33313560.00	60611845.00	Drama
Sep 20, 2013	2013	Rush	Drama	Dramatization	38000000.00	2308	187289.00	26947624.00	71283215.00	98230839.00	Drama
Mar 29, 2013	2013	The Host	Thriller/Suspense	Science Fiction	50000000.00	3202	10600112.00	26623701.00	37853350.00	64477051.00	Thriller/Suspense
Aug 23, 2013	2013	The World's End	Comedy	Science Fiction	20000000.00	1553	8811790.00	26004851.00	21503654.00	47508505.00	Comedy
Mar 1, 2013	2013	21 and Over	Comedy	Contemporary Fiction	13000000.00	2771	8754168.00	25682380.00	16513386.00	42195766.00	Comedy
Oct 18, 2013	2013	Escape Plan	Thriller/Suspense	Contemporary Fiction	70000000.00	2883	9885732.00	25135965.00	78600000.00	103735965.00	Thriller/Suspense
Sep 27, 2013	2013	Don Jon	Romantic Comedy	Contemporary Fiction	5500000.00	2422	8677009.00	24477704.00	16790875.00	41268579.00	Comedy
Dec 25, 2014	2014	American Sniper	Drama	Dramatization	58000000.00	3885	633456.00	350126372.00	197200000.00	547326372.00	Drama
Nov 21, 2014	2014	The Hunger Games: Mockingjay - Part 1	Thriller/Suspense	Science Fiction	125000000.00	4151	121897634.00	337135885.00	429439246.00	766575131.00	Thriller/Suspense
Aug 1, 2014	2014	Guardians of the Galaxy	Action	Super Hero	170000000.00	4088	94320883.00	333172112.00	437695404.00	770867516.00	Action
Apr 4, 2014	2014	Captain America: The Winter Soldier	Action	Super Hero	170000000.00	3938	95023721.00	259746958.00	454654931.00	714401889.00	Action
Feb 7, 2014	2014	The Lego Movie	Adventure	Kids Fiction	60000000.00	3890	69050279.00	257784718.00	199944670.00	457729388.00	Adventure
Dec 17, 2014	2014	The Hobbit: The Battle of the Five Ar…	Adventure	Fantasy	250000000.00	3875	54724334.00	255119788.00	690457833.00	945577621.00	Adventure
Jun 27, 2014	2014	Transformers: Age of Extinction	Action	Science Fiction	210000000.00	4233	100038390.00	245439076.00	858600000.00	1104039076.00	Action
May 30, 2014	2014	Maleficent	Adventure	Fantasy	180000000.00	3948	69431298.00	241407328.00	517129407.00	758536735.00	Adventure
May 23, 2014	2014	X-Men: Days of Future Past	Action	Super Hero	200000000.00	4001	90823660.00	233921534.00	513941241.00	747862775.00	Action
Nov 7, 2014	2014	Big Hero 6	Adventure	Super Hero	165000000.00	3773	56215889.00	222527828.00	429600000.00	652127828.00	Adventure
Jul 11, 2014	2014	Dawn of the Planet of the Apes	Adventure	Science Fiction	170000000.00	3969	72611427.00	208545589.00	502098977.00	710644566.00	Adventure
May 2, 2014	2014	The Amazing Spider-Man 2	Action	Super Hero	200000000.00	4324	91608337.00	202853933.00	506142403.00	708996336.00	Action
May 16, 2014	2014	Godzilla	Action	Science Fiction	160000000.00	3952	93188384.00	200676069.00	328400000.00	529076069.00	Action
Jun 13, 2014	2014	22 Jump Street	Comedy	Contemporary Fiction	50000000.00	3426	57071445.00	191719337.00	139614539.00	331333876.00	Comedy
Aug 8, 2014	2014	Teenage Mutant Ninja Turtles	Adventure	Super Hero	125000000.00	3980	65575105.00	191204754.00	293800000.00	485004754.00	Adventure
Nov 5, 2014	2014	Interstellar	Adventure	Science Fiction	165000000.00	3561	47510360.00	188017894.00	479536573.00	667554467.00	Adventure
Jun 13, 2014	2014	How to Train Your Dragon 2	Adventure	Fantasy	145000000.00	4268	49451322.00	177002924.00	437583346.00	614586270.00	Adventure
Oct 3, 2014	2014	Gone Girl	Thriller/Suspense	Contemporary Fiction	61000000.00	3284	37513109.00	167767189.00	200800000.00	368567189.00	Thriller/Suspense
Mar 21, 2014	2014	Divergent	Adventure	Science Fiction	85000000.00	3936	54607747.00	150947895.00	125067070.00	276014965.00	Adventure
May 9, 2014	2014	Neighbors	Comedy	Contemporary Fiction	18000000.00	3311	49033915.00	150086800.00	120857628.00	270944428.00	Comedy
Jan 17, 2014	2014	Ride Along	Comedy	Contemporary Fiction	25000000.00	2867	41516170.00	134202565.00	19531235.00	153733800.00	Comedy
Apr 11, 2014	2014	Rio 2	Adventure	Kids Fiction	130000000.00	3975	39327869.00	131538435.00	361307856.00	492846291.00	Adventure
Dec 25, 2014	2014	Into the Woods	Musical	Fantasy	56200000.00	2833	31051923.00	128002372.00	85114029.00	213116401.00	Concert/Musical
Jul 25, 2014	2014	Lucy	Action	Science Fiction	40000000.00	3202	43899340.00	126573960.00	330933816.00	457507776.00	Action
Jun 6, 2014	2014	The Fault in Our Stars	Drama	Contemporary Fiction	12000000.00	3340	48002523.00	124872350.00	182294484.00	307166834.00	Drama
Dec 25, 2014	2014	Unbroken	Drama	Dramatization	65000000.00	3301	30621445.00	115637895.00	47889929.00	163527824.00	Drama
Dec 19, 2014	2014	Night at the Museum: Secret of the Tomb	Adventure	Fantasy	127000000.00	3914	17100520.00	113746621.00	240010000.00	353756621.00	Adventure
Mar 7, 2014	2014	Mr. Peabody & Sherman	Adventure	Kids Fiction	145000000.00	3951	32207057.00	111506430.00	158300000.00	269806430.00	Adventure
Mar 7, 2014	2014	300: Rise of an Empire	Action	Historical Fiction	110000000.00	3490	45038460.00	106580051.00	224200000.00	330780051.00	Action
Sep 19, 2014	2014	The Maze Runner	Thriller/Suspense	Science Fiction	34000000.00	3638	32512804.00	102427862.00	245891999.00	348319861.00	Thriller/Suspense
Sep 26, 2014	2014	The Equalizer	Action	Contemporary Fiction	55000000.00	3236	34137828.00	101530738.00	91372886.00	192903624.00	Action
Mar 28, 2014	2014	Noah	Drama	Historical Fiction	130000000.00	3571	43720472.00	101200044.00	251631021.00	352831065.00	Drama
Jun 6, 2014	2014	Edge of Tomorrow	Action	Science Fiction	178000000.00	3505	28760246.00	100206256.00	270335000.00	370541256.00	Action
Feb 28, 2014	2014	Non-Stop	Action	Contemporary Fiction	50000000.00	3183	28875635.00	91742160.00	130640895.00	222383055.00	Action
Apr 16, 2014	2014	Heaven is for Real	Drama	Dramatization	12000000.00	3048	22522221.00	91386097.00	9530202.00	100916299.00	Drama
Nov 28, 2014	2014	The Imitation Game	Drama	Dramatization	15000000.00	2402	479352.00	91125143.00	136615320.00	227740463.00	Drama
Nov 14, 2014	2014	Dumb and Dumber To	Comedy	Contemporary Fiction	40000000.00	3188	36111775.00	86208010.00	70345582.00	156553592.00	Comedy
Dec 19, 2014	2014	Annie	Musical	Contemporary Fiction	65000000.00	3197	15861939.00	85911262.00	53918363.00	139829625.00	Concert/Musical
Oct 17, 2014	2014	Fury	Drama	Historical Fiction	80000000.00	3313	23702421.00	85817906.00	124497775.00	210315681.00	Drama
Jul 2, 2014	2014	Tammy	Comedy	Contemporary Fiction	20000000.00	3465	21577049.00	84525432.00	11882223.00	96407655.00	Comedy
Oct 3, 2014	2014	Annabelle	Horror	Fantasy	6500000.00	3215	37134255.00	84273813.00	172589107.00	256862920.00	Horror
Apr 25, 2014	2014	The Other Woman	Comedy	Contemporary Fiction	40000000.00	3306	24763752.00	83911193.00	111200000.00	195111193.00	Comedy
Nov 26, 2014	2014	Penguins of Madagascar	Adventure	Kids Fiction	132000000.00	3775	25447444.00	83350911.00	283591620.00	366942531.00	Adventure
Aug 13, 2014	2014	Let’s Be Cops	Comedy	Contemporary Fiction	17000000.00	3140	17813722.00	82390774.00	54500000.00	136890774.00	Comedy
Feb 7, 2014	2014	The Monuments Men	Drama	Historical Fiction	70000000.00	3083	22003433.00	78031620.00	80671128.00	158702748.00	Drama
Jul 25, 2014	2014	Hercules	Action	Fantasy	100000000.00	3595	29800263.00	72688614.00	170700000.00	243388614.00	Action
Jul 18, 2014	2014	The Purge: Anarchy	Thriller/Suspense	Science Fiction	9000000.00	2856	29816675.00	71562550.00	39972331.00	111534881.00	Thriller/Suspense
Oct 10, 2014	2014	Alexander and the Terrible, Horrible,…	Adventure	Kids Fiction	28000000.00	3176	18360230.00	66954149.00	34425138.00	101379287.00	Adventure
Jun 20, 2014	2014	Think Like a Man Too	Romantic Comedy	Contemporary Fiction	24000000.00	3049	29241911.00	65028687.00	4999246.00	70027933.00	Comedy
Dec 12, 2014	2014	Exodus: Gods and Kings	Drama	Historical Fiction	140000000.00	3503	24115934.00	65014513.00	203300000.00	268314513.00	Drama
Jan 17, 2014	2014	The Nut Job	Adventure	Kids Fiction	30000000.00	3472	19405000.00	64251538.00	58278428.00	122529966.00	Adventure
Mar 21, 2014	2014	God’s Not Dead	Drama	Contemporary Fiction	1150000.00	1860	9244641.00	60755732.00	3021360.00	63777092.00	Drama
Feb 28, 2014	2014	Son of God	Drama	Dramatization	22000000.00	3271	25601865.00	59700064.00	11249729.00	70949793.00	Drama
Jul 18, 2014	2014	Planes: Fire and Rescue	Adventure	Kids Fiction	50000000.00	3839	17509407.00	59157732.00	97241912.00	156399644.00	Adventure
Mar 7, 2014	2014	The Grand Budapest Hotel	Comedy	Historical Fiction	31000000.00	1467	811166.00	59076019.00	104905242.00	163981261.00	Comedy
Feb 12, 2014	2014	RoboCop	Action	Science Fiction	120000000.00	3372	21681430.00	58607007.00	184374792.00	242981799.00	Action
Oct 10, 2014	2014	Dracula Untold	Action	Fantasy	70000000.00	2900	23514615.00	55991880.00	164249843.00	220241723.00	Action
Nov 26, 2014	2014	Horrible Bosses 2	Comedy	Contemporary Fiction	40000000.00	3400	15457418.00	54445357.00	51500000.00	105945357.00	Comedy
Aug 8, 2014	2014	The Hundred-Foot Journey	Romantic Comedy	Contemporary Fiction	22000000.00	2167	10979290.00	54235441.00	40035047.00	94270488.00	Comedy
Sep 12, 2014	2014	No Good Deed	Thriller/Suspense	Contemporary Fiction	13200000.00	2175	24250283.00	52543632.00	1779578.00	54323210.00	Thriller/Suspense
Mar 21, 2014	2014	Muppets Most Wanted	Adventure	Kids Fiction	55000000.00	3194	17005126.00	51178893.00	28133408.00	79312301.00	Adventure
Oct 24, 2014	2014	Ouija	Horror	Fantasy	5000000.00	2899	19875995.00	50856010.00	52444622.00	103300632.00	Horror
Sep 26, 2014	2014	The Boxtrolls	Adventure	Kids Fiction	60000000.00	3464	17275239.00	50837305.00	61108946.00	111946251.00	Adventure
Jan 17, 2014	2014	Jack Ryan: Shadow Recruit	Action	Contemporary Fiction	60000000.00	3387	15451981.00	50577412.00	80800000.00	131377412.00	Action
Aug 22, 2014	2014	If I Stay	Drama	Contemporary Fiction	11000000.00	3157	15679190.00	50474843.00	27881327.00	78356170.00	Drama
Oct 17, 2014	2014	The Book of Life	Adventure	Fantasy	50000000.00	3113	17005218.00	50151543.00	47500000.00	97651543.00	Adventure
Feb 14, 2014	2014	About Last Night	Romantic Comedy	Contemporary Fiction	13000000.00	2253	25649011.00	48637684.00	1808176.00	50445860.00	Comedy
Aug 8, 2014	2014	Into the Storm	Thriller/Suspense	Contemporary Fiction	50000000.00	3434	17346427.00	47602194.00	102827177.00	150429371.00	Thriller/Suspense
Oct 10, 2014	2014	The Judge	Drama	Contemporary Fiction	50000000.00	3003	13116226.00	47119388.00	29000000.00	76119388.00	Drama
Jun 20, 2014	2014	Jersey Boys	Drama	Dramatization	40000000.00	2905	13319371.00	47047013.00	18235719.00	65282732.00	Drama
May 23, 2014	2014	Blended	Romantic Comedy	Contemporary Fiction	45000000.00	3555	14284031.00	46290741.00	81700000.00	127990741.00	Comedy
Aug 15, 2014	2014	The Giver	Drama	Science Fiction	25000000.00	3003	12305016.00	45090374.00	10000000.00	55090374.00	Drama
Oct 10, 2014	2014	St. Vincent	Comedy	Contemporary Fiction	13000000.00	2552	109878.00	44137712.00	10699522.00	54837234.00	Comedy
Mar 14, 2014	2014	Need for Speed	Action	Contemporary Fiction	66000000.00	3115	17844939.00	43568507.00	150601112.00	194169619.00	Action
Oct 24, 2014	2014	John Wick	Action	Contemporary Fiction	30000000.00	2589	14415922.00	43037835.00	33197166.00	76235001.00	Action
May 30, 2014	2014	A Million Ways to Die in The West	Comedy	Historical Fiction	40000000.00	3160	16797385.00	42720965.00	44057592.00	86778557.00	Comedy
Oct 17, 2014	2014	Birdman or (The Unexpected Virtue of …	Black Comedy	Fantasy	18000000.00	1213	424397.00	42340598.00	60874496.00	103215094.00	Comedy
Sep 12, 2014	2014	Dolphin Tale 2	Drama	Kids Fiction	36000000.00	3656	15873397.00	42024533.00	15800000.00	57824533.00	Drama
Aug 15, 2014	2014	The Expendables 3	Action	Contemporary Fiction	100000000.00	3221	15879645.00	39322544.00	170138834.00	209461378.00	Action
Jul 2, 2014	2014	Earth to Echo	Adventure	Kids Fiction	13000000.00	3230	8364199.00	38934842.00	3239703.00	42174545.00	Adventure
Jul 18, 2014	2014	Sex Tape	Comedy	Contemporary Fiction	40000000.00	3062	14608152.00	38543473.00	87526036.00	126069509.00	Comedy
Dec 3, 2014	2014	Wild	Drama	Dramatization	15000000.00	1361	606810.00	37880356.00	14580187.00	52460543.00	Drama
May 16, 2014	2014	Million Dollar Arm	Drama	Contemporary Fiction	25000000.00	3019	10515659.00	36447959.00	2769953.00	39217912.00	Drama
Nov 7, 2014	2014	The Theory of Everything	Drama	Dramatization	15000000.00	1220	208763.00	35893537.00	87434155.00	123327692.00	Drama
Sep 19, 2014	2014	This is Where I Leave You	Comedy	Contemporary Fiction	20000000.00	2868	11558149.00	34296320.00	7000000.00	41296320.00	Comedy
Dec 10, 2014	2014	The Gambler	Drama	Contemporary Fiction	25000000.00	2494	0.00	33680992.00	5037039.00	38718031.00	Drama
Jan 3, 2014	2014	Paranormal Activity: The Marked Ones	Horror	Fantasy	5000000.00	2883	18343611.00	32462372.00	58442482.00	90904854.00	Horror
Oct 31, 2014	2014	Nightcrawler	Thriller/Suspense	Contemporary Fiction	8500000.00	2766	10441000.00	32381218.00	17953200.00	50334418.00	Thriller/Suspense
May 9, 2014	2014	Chef	Comedy	Contemporary Fiction	0.00	1298	204961.00	31424004.00	15405305.00	46829309.00	Comedy
Feb 21, 2014	2014	3 Days to Kill	Thriller/Suspense	Contemporary Fiction	28000000.00	2872	12242218.00	30697999.00	8261901.00	38959900.00	Thriller/Suspense
Jul 2, 2014	2014	Deliver Us from Evil	Horror	Fantasy	30000000.00	3049	9740471.00	30577122.00	57379496.00	87956618.00	Horror
Aug 1, 2014	2014	Get on Up	Drama	Dramatization	30000000.00	2469	13585915.00	30569935.00	2769933.00	33339868.00	Drama
Aug 22, 2014	2014	When the Game Stands Tall	Drama	Contemporary Fiction	15000000.00	2766	8381509.00	30127963.00	10949.00	30138912.00	Drama
Apr 11, 2014	2014	Draft Day	Drama	Contemporary Fiction	25000000.00	2781	9783603.00	28842237.00	1005243.00	29847480.00	Drama
Apr 11, 2014	2014	Oculus	Horror	Fantasy	5000000.00	2648	12005402.00	27695246.00	16420250.00	44115496.00	Horror
Oct 17, 2014	2014	The Best of Me	Drama	Contemporary Fiction	26000000.00	2936	10003827.00	26766213.00	14293205.00	41059418.00	Drama
Jan 31, 2014	2014	That Awkward Moment	Romantic Comedy	Contemporary Fiction	8000000.00	2809	8742109.00	26068955.00	27000000.00	53068955.00	Comedy
Sep 19, 2014	2014	A Walk Among the Tombstones	Action	Historical Fiction	28000000.00	2714	12758780.00	26017685.00	36090902.00	62108587.00	Action
Jan 10, 2014	2014	Her	Drama	Science Fiction	23000000.00	2005	260382.00	25568251.00	22690780.00	48259031.00	Drama
Jul 11, 2014	2014	Boyhood	Drama	Contemporary Fiction	4000000.00	775	387618.00	25379975.00	31893074.00	57273049.00	Drama
Dec 18, 2015	2015	Star Wars Ep. VII: The Force Awakens	Adventure	Science Fiction	306000000.00	4134	247966675.00	936662225.00	1116648995.00	2053311220.00	Adventure
Jun 12, 2015	2015	Jurassic World	Action	Science Fiction	215000000.00	4291	208806270.00	652270625.00	996584239.00	1648854864.00	Action
May 1, 2015	2015	Avengers: Age of Ultron	Action	Super Hero	330600000.00	4276	191271109.00	459005868.00	944008095.00	1403013963.00	Action
Jun 19, 2015	2015	Inside Out	Adventure	Kids Fiction	175000000.00	4158	90440272.00	356461711.00	497774281.00	854235992.00	Adventure
Apr 3, 2015	2015	Furious 7	Action	Contemporary Fiction	190000000.00	4022	147163560.00	353007020.00	1165715774.00	1518722794.00	Action
Jul 10, 2015	2015	Minions	Adventure	Kids Fiction	74000000.00	4311	115718405.00	336045770.00	824290403.00	1160336173.00	Adventure
Nov 20, 2015	2015	The Hunger Games: Mockingjay - Part 2	Thriller/Suspense	Science Fiction	160000000.00	4175	102665981.00	281723902.00	367262885.00	648986787.00	Thriller/Suspense
Oct 2, 2015	2015	The Martian	Thriller/Suspense	Science Fiction	108000000.00	3854	54308575.00	228433663.00	426837780.00	655271443.00	Thriller/Suspense
Mar 13, 2015	2015	Cinderella	Drama	Fantasy	95000000.00	3848	67877361.00	201151353.00	333400000.00	534551353.00	Drama
Nov 6, 2015	2015	Spectre	Action	Contemporary Fiction	300000000.00	3929	70403148.00	200074175.00	679546748.00	879620923.00	Action
Jul 31, 2015	2015	Mission: Impossible—Rogue Nation	Action	Contemporary Fiction	150000000.00	3988	55520089.00	195042377.00	493816615.00	688858992.00	Action
May 15, 2015	2015	Pitch Perfect 2	Comedy	Contemporary Fiction	29000000.00	3660	69216890.00	184296230.00	103329238.00	287625468.00	Comedy
Dec 25, 2015	2015	The Revenant	Adventure	Dramatization	135000000.00	3711	474560.00	183637894.00	349300408.00	532938302.00	Adventure
Jul 17, 2015	2015	Ant-Man	Action	Super Hero	130000000.00	3868	57225526.00	180202163.00	338656286.00	518858449.00	Action
Mar 27, 2015	2015	Home	Adventure	Kids Fiction	130000000.00	3801	52107731.00	177397510.00	208600386.00	385997896.00	Adventure
Sep 25, 2015	2015	Hotel Transylvania 2	Adventure	Kids Fiction	80000000.00	3768	48464322.00	169700110.00	299800188.00	469500298.00	Adventure
Feb 13, 2015	2015	Fifty Shades of Grey	Drama	Contemporary Fiction	40000000.00	3655	85171450.00	166167230.00	404830871.00	570998101.00	Drama
Feb 6, 2015	2015	The SpongeBob Movie: Sponge Out of Water	Adventure	Kids Fiction	74000000.00	3680	55365012.00	162994032.00	148019149.00	311013181.00	Adventure
Aug 14, 2015	2015	Straight Outta Compton	Drama	Dramatization	28000000.00	3142	60200180.00	161197785.00	40985196.00	202182981.00	Drama
May 29, 2015	2015	San Andreas	Adventure	Science Fiction	110000000.00	3812	54588173.00	155190832.00	301067707.00	456258539.00	Adventure
May 15, 2015	2015	Mad Max: Fury Road	Action	Science Fiction	150000000.00	3722	45428128.00	153636354.00	216461666.00	370098020.00	Action
Dec 25, 2015	2015	Daddy’s Home	Comedy	Contemporary Fiction	50000000.00	3483	38740203.00	150357137.00	92400000.00	242757137.00	Comedy
Mar 20, 2015	2015	The Divergent Series: Insurgent	Action	Science Fiction	110000000.00	3875	52263680.00	130179072.00	164896810.00	295075882.00	Action
