ReleasedDate	Released	Title	Genre	CreativeType	ProductionBudget	MaximumTheaters	Opening WeekendRevenue	DomesticBox Office	InternationalBox Office	WorldwideBox Office	Genre plotted
Jul 7, 2006	2006	Pirates of the Caribbean: Dead Man’…	Adventure	Historical Fiction	225000000.00	4133	135634554.00	423315812.00	642900000.00	1066215812.00	Adventure
Dec 22, 2006	2006	Night at the Museum	Adventure	Kids Fiction	110000000.00	3768	30433781.00	250863268.00	328583139.00	579446407.00	Adventure
Jun 9, 2006	2006	Cars	Adventure	Kids Fiction	70000000.00	3988	60119509.00	244082982.00	217568264.00	461651246.00	Adventure
May 26, 2006	2006	X-Men: The Last Stand	Action	Super Hero	210000000.00	3714	102750665.00	234362462.00	224898484.00	459260946.00	Action
May 19, 2006	2006	The Da Vinci Code	Thriller/Suspense	Contemporary Fiction	125000000.00	3757	77073388.00	217536138.00	550284321.00	767820459.00	Thriller/Suspense
Jun 28, 2006	2006	Superman Returns	Adventure	Super Hero	232000000.00	4065	52535096.00	200120000.00	173965065.00	374085065.00	Adventure
Nov 17, 2006	2006	Happy Feet	Adventure	Kids Fiction	85000000.00	3804	41533432.00	198000317.00	187000000.00	385000317.00	Adventure
Mar 31, 2006	2006	Ice Age: The Meltdown	Adventure	Kids Fiction	75000000.00	3969	68033544.00	195330621.00	456568661.00	651899282.00	Adventure
Nov 17, 2006	2006	Casino Royale	Action	Contemporary Fiction	102000000.00	3443	40833156.00	167365000.00	427055283.00	594420283.00	Action
Dec 15, 2006	2006	The Pursuit of Happyness	Drama	Dramatization	55000000.00	3169	26541709.00	162586036.00	144725057.00	307311093.00	Drama
May 19, 2006	2006	Over the Hedge	Adventure	Kids Fiction	80000000.00	4093	38457003.00	155019340.00	188377907.00	343397247.00	Adventure
Aug 4, 2006	2006	Talladega Nights: The Ballad of Ricky…	Comedy	Contemporary Fiction	73000000.00	3807	47042215.00	148213377.00	14657148.00	162870525.00	Comedy
Jun 23, 2006	2006	Click	Comedy	Fantasy	82500000.00	3764	40011365.00	137355633.00	100329456.00	237685089.00	Comedy
May 5, 2006	2006	Mission: Impossible III	Action	Contemporary Fiction	150000000.00	4059	47743273.00	133501348.00	264000000.00	397501348.00	Action
Oct 6, 2006	2006	The Departed	Drama	Contemporary Fiction	90000000.00	3017	26887467.00	132384315.00	157276304.00	289660619.00	Drama
Nov 3, 2006	2006	Borat	Comedy	Contemporary Fiction	18000000.00	2611	26455463.00	128505958.00	132937284.00	261443242.00	Comedy
Jun 30, 2006	2006	The Devil Wears Prada	Comedy	Contemporary Fiction	35000000.00	2882	27537244.00	124740460.00	201332695.00	326073155.00	Comedy
Jun 2, 2006	2006	The Break-Up	Romantic Comedy	Contemporary Fiction	52000000.00	3146	39172785.00	118703275.00	87024032.00	205727307.00	Comedy
Dec 15, 2006	2006	Dreamgirls	Musical	Historical Fiction	75000000.00	2797	378950.00	103365956.00	52342739.00	155708695.00	Concert/Musical
Apr 14, 2006	2006	Scary Movie 4	Comedy	Contemporary Fiction	40000000.00	3673	40222875.00	90710620.00	88000000.00	178710620.00	Comedy
Mar 10, 2006	2006	Failure to Launch	Romantic Comedy	Contemporary Fiction	50000000.00	3202	24411322.00	88715192.00	39687709.00	128402901.00	Comedy
Mar 24, 2006	2006	Inside Man	Thriller/Suspense	Contemporary Fiction	50000000.00	2867	28954945.00	88634237.00	97164028.00	185798265.00	Thriller/Suspense
Sep 29, 2006	2006	Open Season	Adventure	Kids Fiction	85000000.00	3833	23624548.00	85105259.00	106826899.00	191932158.00	Adventure
Nov 3, 2006	2006	The Santa Clause 3: The Escape Clause	Adventure	Kids Fiction	0.00	3458	19504038.00	84500122.00	23000000.00	107500122.00	Adventure
Dec 15, 2006	2006	Charlotte's Web	Drama	Fantasy	82500000.00	3745	11457353.00	82985708.00	61000000.00	143985708.00	Drama
Feb 10, 2006	2006	The Pink Panther	Adventure	Historical Fiction	80000000.00	3477	20220412.00	82226474.00	76700000.00	158926474.00	Adventure
Feb 17, 2006	2006	Eight Below	Adventure	Contemporary Fiction	40000000.00	3122	20188176.00	81612565.00	38843429.00	120455994.00	Adventure
Oct 27, 2006	2006	Saw III	Horror	Contemporary Fiction	10000000.00	3167	33610391.00	80238724.00	83638091.00	163876815.00	Horror
Jun 16, 2006	2006	Nacho Libre	Comedy	Contemporary Fiction	32000000.00	3083	28309599.00	80197993.00	19098469.00	99296462.00	Comedy
Jul 14, 2006	2006	You, Me and Dupree	Comedy	Contemporary Fiction	54000000.00	3137	21525560.00	75802010.00	54600000.00	130402010.00	Comedy
Dec 15, 2006	2006	Eragon	Adventure	Fantasy	100000000.00	3030	23239907.00	75030163.00	174457952.00	249488115.00	Adventure
Jul 21, 2006	2006	Monster House	Adventure	Kids Fiction	75000000.00	3553	22217226.00	73661010.00	67606360.00	141267370.00	Adventure
Aug 4, 2006	2006	Barnyard: The Original Party Animals	Adventure	Kids Fiction	51000000.00	3311	15820864.00	72779000.00	45804844.00	118583844.00	Adventure
Sep 22, 2006	2006	Jackass: Number Two	Comedy	Factual	11000000.00	3063	29002002.00	72778712.00	12500000.00	85278712.00	Comedy
Apr 28, 2006	2006	R.V.	Adventure	Contemporary Fiction	55000000.00	3651	16414767.00	71724497.00	15748527.00	87473024.00	Adventure
Mar 17, 2006	2006	V for Vendetta	Action	Science Fiction	50000000.00	3365	25642640.00	70511035.00	59703127.00	130214162.00	Action
Aug 9, 2006	2006	World Trade Center	Drama	Dramatization	65000000.00	3021	18730762.00	70278893.00	93016761.00	163295654.00	Drama
Dec 20, 2006	2006	Rocky Balboa	Drama	Contemporary Fiction	24000000.00	3019	12158168.00	70269899.00	85959151.00	156229050.00	Drama
Jan 27, 2006	2006	Big Momma's House 2	Comedy	Contemporary Fiction	40000000.00	3261	27736056.00	70165972.00	66881404.00	137047376.00	Comedy
Aug 11, 2006	2006	Step Up	Drama	Contemporary Fiction	12000000.00	2647	20659573.00	65328121.00	45661036.00	110989157.00	Drama
Nov 3, 2006	2006	Flushed Away	Adventure	Kids Fiction	149000000.00	3707	18814323.00	64665672.00	114691454.00	179357126.00	Adventure
Nov 22, 2006	2006	Déjà Vu	Thriller/Suspense	Science Fiction	80000000.00	3108	20574802.00	64038616.00	117000000.00	181038616.00	Thriller/Suspense
Jul 28, 2006	2006	Miami Vice	Action	Contemporary Fiction	135000000.00	3026	25723815.00	63478838.00	100339718.00	163818556.00	Action
Dec 8, 2006	2006	The Holiday	Romantic Comedy	Contemporary Fiction	85000000.00	2698	12778913.00	63280000.00	141910324.00	205190324.00	Comedy
Jun 16, 2006	2006	The Fast and the Furious: Tokyo Drift	Action	Contemporary Fiction	85000000.00	3030	23973840.00	62615510.00	95178695.00	157794205.00	Action
Jan 20, 2006	2006	Underworld: Evolution	Action	Fantasy	45000000.00	3207	26857181.00	62318875.00	51098887.00	113417762.00	Action
Mar 10, 2006	2006	The Shaggy Dog	Comedy	Fantasy	60000000.00	3501	16310058.00	61123569.00	26000000.00	87123569.00	Comedy
May 12, 2006	2006	Poseidon	Adventure	Contemporary Fiction	160000000.00	3555	22155410.00	60674817.00	121000000.00	181674817.00	Adventure
Dec 22, 2006	2006	The Good Shepherd	Drama	Dramatization	0.00	2250	10033960.00	59908565.00	40000000.00	99908565.00	Drama
Jul 26, 2006	2006	Little Miss Sunshine	Comedy	Contemporary Fiction	8000000.00	1602	370998.00	59891098.00	40751255.00	100642353.00	Comedy
Apr 7, 2006	2006	The Benchwarmers	Comedy	Contemporary Fiction	35000000.00	3282	19656429.00	59843754.00	5219972.00	65063726.00	Comedy
Feb 10, 2006	2006	Curious George	Adventure	Contemporary Fiction	50000000.00	2609	14703405.00	58640119.00	12412485.00	71052604.00	Adventure
Jul 14, 2006	2006	Little Man	Comedy	Contemporary Fiction	64000000.00	2537	21613176.00	58636047.00	43000000.00	101636047.00	Comedy
Aug 25, 2006	2006	Invincible	Drama	Dramatization	40000000.00	2987	17031122.00	57806952.00	694175.00	58501127.00	Drama
Dec 8, 2006	2006	Blood Diamond	Action	Historical Fiction	100000000.00	1920	8648324.00	57377916.00	114000000.00	171377916.00	Action
Sep 30, 2006	2006	The Queen	Drama	Dramatization	15000000.00	1850	122014.00	56441711.00	72444162.00	128885873.00	Drama
Sep 29, 2006	2006	The Guardian	Action	Contemporary Fiction	70000000.00	3241	18006064.00	55011732.00	39961808.00	94973540.00	Action
Jun 6, 2006	2006	The Omen	Horror	Contemporary Fiction	25000000.00	2723	16026496.00	54607383.00	64688201.00	119295584.00	Horror
Feb 10, 2006	2006	Final Destination 3	Horror	Fantasy	25000000.00	2880	19173094.00	54098051.00	58700000.00	112798051.00	Horror
Oct 20, 2006	2006	The Prestige	Thriller/Suspense	Historical Fiction	40000000.00	2305	14801808.00	53089891.00	51317475.00	104407366.00	Thriller/Suspense
Jun 16, 2006	2006	The Lake House	Drama	Fantasy	40000000.00	2645	13616196.00	52330111.00	62500000.00	114830111.00	Drama
Jan 13, 2006	2006	Hoodwinked	Adventure	Fantasy	17500000.00	3020	12401900.00	51386611.00	58456779.00	109843390.00	Adventure
Dec 8, 2006	2006	Apocalypto	Action	Historical Fiction	40000000.00	2465	15005604.00	50866635.00	70165637.00	121032272.00	Action
Feb 10, 2006	2006	Firewall	Thriller/Suspense	Contemporary Fiction	50000000.00	2840	13635463.00	48751189.00	34000000.00	82751189.00	Thriller/Suspense
Feb 17, 2006	2006	Date Movie	Comedy	Contemporary Fiction	20000000.00	2898	19076261.00	48548426.00	36597739.00	85146165.00	Comedy
Feb 3, 2006	2006	When a Stranger Calls	Horror	Contemporary Fiction	15000000.00	3004	21607203.00	47860214.00	19355221.00	67215435.00	Horror
Jan 6, 2006	2006	Hostel	Horror	Contemporary Fiction	4800000.00	2337	19556099.00	47326473.00	34914637.00	82241110.00	Horror
Jan 27, 2006	2006	Nanny McPhee	Adventure	Fantasy	25000000.00	2148	14503650.00	47279279.00	81466299.00	128745578.00	Adventure
Apr 21, 2006	2006	Silent Hill	Horror	Contemporary Fiction	50000000.00	2932	20152598.00	46982632.00	47721595.00	94704227.00	Horror
Mar 3, 2006	2006	Deep Sea 3D	Documentary	Factual	0.00	47	700213.00	46373603.00	41778182.00	88151785.00	Documentary
Dec 22, 2006	2006	We Are Marshall	Drama	Dramatization	65000000.00	2608	6114264.00	43545364.00	0.00	43545364.00	Drama
Jan 13, 2006	2006	Glory Road	Drama	Dramatization	30000000.00	2397	13594734.00	42647449.00	151611.00	42799060.00	Drama
Jul 21, 2006	2006	Lady in the Water	Drama	Fantasy	75000000.00	3235	18044396.00	42285169.00	30500000.00	72785169.00	Drama
Mar 10, 2006	2006	The Hills Have Eyes	Horror	Contemporary Fiction	17000000.00	2621	15708512.00	41778863.00	28576950.00	70355813.00	Horror
Jul 28, 2006	2006	John Tucker Must Die	Comedy	Contemporary Fiction	0.00	2566	14276534.00	41011711.00	27812815.00	68824526.00	Comedy
Nov 10, 2006	2006	Stranger Than Fiction	Comedy	Contemporary Fiction	30000000.00	2270	13411093.00	40435190.00	13137632.00	53572822.00	Comedy
Aug 18, 2006	2006	The Illusionist	Drama	Historical Fiction	16500000.00	1438	927956.00	39868642.00	43923420.00	83792062.00	Drama
Oct 6, 2006	2006	The Texas Chainsaw Massacre: The Begi…	Horror	Historical Fiction	16000000.00	2820	18508228.00	39517763.00	11000000.00	50517763.00	Horror
Oct 13, 2006	2006	The Grudge 2	Horror	Contemporary Fiction	20000000.00	3214	20825300.00	39143839.00	31600000.00	70743839.00	Horror
Sep 15, 2006	2006	Gridiron Gang	Drama	Dramatization	30000000.00	3510	14414630.00	38432823.00	3025011.00	41457834.00	Drama
Jan 13, 2006	2006	Last Holiday	Comedy	Contemporary Fiction	45000000.00	2514	12806188.00	38399961.00	4943286.00	43343247.00	Comedy
Dec 29, 2006	2006	El Laberinto del Fauno	Horror	Historical Fiction	16000000.00	1143	568641.00	37634615.00	49406954.00	87041569.00	Horror
Dec 1, 2006	2006	The Nativity Story	Drama	Dramatization	35000000.00	3083	7849304.00	37629831.00	8679813.00	46309644.00	Drama
Oct 13, 2006	2006	Man of the Year	Comedy	Contemporary Fiction	20000000.00	2626	12299380.00	37442180.00	3900000.00	41342180.00	Comedy
Apr 14, 2006	2006	The Wild	Adventure	Contemporary Fiction	80000000.00	2854	9684809.00	37384046.00	61626621.00	99010667.00	Adventure
Mar 3, 2006	2006	16 Blocks	Action	Contemporary Fiction	45000000.00	2706	11855260.00	36895141.00	28700000.00	65595141.00	Action
Aug 18, 2006	2006	Accepted	Comedy	Contemporary Fiction	0.00	2917	10023835.00	36580083.00	1734720.00	38314803.00	Comedy
Apr 21, 2006	2006	The Sentinel	Thriller/Suspense	Contemporary Fiction	60000000.00	2851	14367854.00	36280697.00	41800000.00	78080697.00	Thriller/Suspense
Dec 25, 2006	2006	Children of Men	Thriller/Suspense	Science Fiction	76000000.00	1524	501003.00	35552383.00	34292628.00	69845011.00	Thriller/Suspense
Nov 22, 2006	2006	Deck the Halls	Comedy	Contemporary Fiction	51000000.00	3205	12001256.00	35093569.00	11722238.00	46815807.00	Comedy
Apr 7, 2006	2006	Take the Lead	Drama	Dramatization	30000000.00	3009	12051277.00	34742066.00	30648427.00	65390493.00	Drama
Oct 27, 2006	2006	Babel	Drama	Contemporary Fiction	20000000.00	1251	389351.00	34302837.00	97818375.00	132121212.00	Drama
Aug 18, 2006	2006	Snakes on a Plane	Thriller/Suspense	Contemporary Fiction	33000000.00	3555	15206301.00	34020814.00	28000000.00	62020814.00	Thriller/Suspense
Mar 17, 2006	2006	She's the Man	Romantic Comedy	Contemporary Fiction	25000000.00	2631	10730372.00	33889159.00	21390449.00	55279608.00	Comedy
Oct 20, 2006	2006	Flags of Our Fathers	Drama	Historical Fiction	53000000.00	2375	10245190.00	33602376.00	30055565.00	63657941.00	Drama
Apr 28, 2006	2006	United 93	Drama	Dramatization	18000000.00	1871	11478360.00	31567134.00	46067901.00	77635035.00	Drama
Oct 6, 2006	2006	Employee of the Month	Comedy	Contemporary Fiction	10000000.00	2579	11407751.00	28444855.00	9920000.00	38364855.00	Comedy
Jun 16, 2006	2006	Garfield: A Tail of Two Kitties	Adventure	Kids Fiction	60000000.00	2981	7288977.00	28426747.00	119558626.00	147985373.00	Adventure
Jul 28, 2006	2006	The Ant Bully	Adventure	Kids Fiction	45000000.00	3050	8432465.00	28142535.00	21468363.00	49610898.00	Adventure
Sep 1, 2006	2006	Crank	Action	Contemporary Fiction	12000000.00	2515	10457367.00	27838408.00	16086515.00	43924923.00	Action
May 4, 2007	2007	Spider-Man 3	Adventure	Super Hero	258000000.00	4324	151116516.00	336530303.00	558329927.00	894860230.00	Adventure
May 17, 2007	2007	Shrek the Third	Adventure	Kids Fiction	160000000.00	4172	121629270.00	322719944.00	484610992.00	807330936.00	Adventure
Jul 2, 2007	2007	Transformers	Action	Science Fiction	151000000.00	4050	70502384.00	319246193.00	389026399.00	708272592.00	Action
May 24, 2007	2007	Pirates of the Caribbean: At World’…	Adventure	Historical Fiction	300000000.00	4362	114732820.00	309420425.00	654000000.00	963420425.00	Adventure
Jul 11, 2007	2007	Harry Potter and the Order of the Pho…	Adventure	Fantasy	150000000.00	4285	77108414.00	292137260.00	650939197.00	943076457.00	Adventure
Dec 14, 2007	2007	I am Legend	Horror	Science Fiction	150000000.00	3648	77211321.00	256393010.00	329139674.00	585532684.00	Horror
Aug 3, 2007	2007	The Bourne Ultimatum	Thriller/Suspense	Contemporary Fiction	130000000.00	3701	69283690.00	227471070.00	216572326.00	444043396.00	Thriller/Suspense
Dec 21, 2007	2007	National Treasure: Book of Secrets	Adventure	Contemporary Fiction	0.00	3832	44783772.00	219961501.00	237364303.00	457325804.00	Adventure
Dec 14, 2007	2007	Alvin and the Chipmunks	Adventure	Kids Fiction	55000000.00	3499	44307417.00	217326974.00	145278059.00	362605033.00	Adventure
Mar 9, 2007	2007	300	Action	Historical Fiction	60000000.00	3280	70885301.00	210614939.00	243546996.00	454161935.00	Action
Jun 29, 2007	2007	Ratatouille	Adventure	Kids Fiction	150000000.00	3940	47027395.00	206445654.00	420104041.00	626549695.00	Adventure
Jul 27, 2007	2007	The Simpsons Movie	Adventure	Contemporary Fiction	72500000.00	3926	74036787.00	183135014.00	343936008.00	527071022.00	Adventure
Mar 2, 2007	2007	Wild Hogs	Comedy	Contemporary Fiction	60000000.00	3401	39699023.00	168213584.00	85341799.00	253555383.00	Comedy
Jun 1, 2007	2007	Knocked Up	Romantic Comedy	Contemporary Fiction	27500000.00	2975	30690990.00	148761765.00	70504187.00	219265952.00	Comedy
Dec 5, 2007	2007	Juno	Comedy	Contemporary Fiction	7000000.00	2534	413869.00	143495265.00	87954837.00	231450102.00	Comedy
Aug 10, 2007	2007	Rush Hour 3	Action	Contemporary Fiction	180000000.00	3778	49100158.00	140125968.00	116459914.00	256585882.00	Action
Jun 27, 2007	2007	Live Free or Die Hard	Action	Contemporary Fiction	110000000.00	3411	33369559.00	134529403.00	247758744.00	382288147.00	Action
Jun 15, 2007	2007	Fantastic Four: Rise of the Silver Su…	Action	Super Hero	120000000.00	3963	58051684.00	131921738.00	157558953.00	289480691.00	Action
Nov 2, 2007	2007	American Gangster	Drama	Dramatization	100000000.00	3111	43565135.00	130164645.00	137820811.00	267985456.00	Drama
Nov 21, 2007	2007	Enchanted	Romantic Comedy	Fantasy	85000000.00	3730	34440317.00	127706877.00	212677264.00	340384141.00	Comedy
Nov 2, 2007	2007	Bee Movie	Adventure	Kids Fiction	150000000.00	3984	38021044.00	126631277.00	160963300.00	287594577.00	Adventure
Aug 17, 2007	2007	Superbad	Comedy	Contemporary Fiction	17500000.00	3069	33052411.00	121463226.00	48491916.00	169955142.00	Comedy
Jul 20, 2007	2007	I Now Pronounce You Chuck and Larry	Comedy	Contemporary Fiction	85000000.00	3501	34233750.00	119725280.00	65983182.00	185708462.00	Comedy
Jul 20, 2007	2007	Hairspray	Musical	Historical Fiction	75000000.00	3121	27476745.00	118871849.00	84163723.00	203035572.00	Concert/Musical
Mar 30, 2007	2007	Blades of Glory	Comedy	Contemporary Fiction	61000000.00	3467	33014202.00	118594548.00	27000000.00	145594548.00	Comedy
Jun 8, 2007	2007	Ocean's Thirteen	Adventure	Contemporary Fiction	85000000.00	3565	36133403.00	117144465.00	194600000.00	311744465.00	Adventure
Feb 16, 2007	2007	Ghost Rider	Action	Super Hero	120000000.00	3620	45388836.00	115802596.00	113742993.00	229545589.00	Action
Jun 22, 2007	2007	Evan Almighty	Comedy	Fantasy	175000000.00	3636	31192615.00	100289690.00	73841639.00	174131329.00	Comedy
Mar 30, 2007	2007	Meet the Robinsons	Adventure	Science Fiction	0.00	3435	25123781.00	97822171.00	72730548.00	170552719.00	Adventure
Feb 9, 2007	2007	Norbit	Comedy	Contemporary Fiction	0.00	3145	34195434.00	95673607.00	63300000.00	158973607.00	Comedy
Dec 25, 2007	2007	The Bucket List	Comedy	Contemporary Fiction	45000000.00	2915	335837.00	93466502.00	81340943.00	174807445.00	Comedy
Sep 28, 2007	2007	The Game Plan	Comedy	Contemporary Fiction	22000000.00	3342	22950971.00	90648202.00	55942785.00	146590987.00	Comedy
Nov 16, 2007	2007	Beowulf	Adventure	Fantasy	150000000.00	3249	27515871.00	82280579.00	112800000.00	195080579.00	Adventure
Feb 16, 2007	2007	Bridge to Terabithia	Drama	Fantasy	25000000.00	3210	22564612.00	82234139.00	55750649.00	137984788.00	Drama
Apr 13, 2007	2007	Disturbia	Thriller/Suspense	Contemporary Fiction	20000000.00	3132	22224982.00	80818974.00	37718653.00	118537627.00	Thriller/Suspense
Nov 9, 2007	2007	No Country for Old Men	Action	Historical Fiction	25000000.00	2037	1226333.00	74273505.00	89762248.00	164035753.00	Action
Nov 9, 2007	2007	Fred Claus	Comedy	Contemporary Fiction	0.00	3603	18515473.00	72006777.00	25830861.00	97837638.00	Comedy
Jun 22, 2007	2007	1408	Horror	Contemporary Fiction	22500000.00	2733	20617667.00	71985628.00	59277742.00	131263370.00	Horror
Dec 7, 2007	2007	The Golden Compass	Adventure	Fantasy	205000000.00	3528	25783232.00	70107728.00	297154830.00	367262558.00	Adventure
Dec 21, 2007	2007	Charlie Wilson's War	Drama	Dramatization	75000000.00	2594	9656250.00	66661095.00	52851676.00	119512771.00	Drama
Oct 26, 2007	2007	Saw IV	Horror	Contemporary Fiction	10000000.00	3183	31756764.00	63300095.00	72459599.00	135759694.00	Horror
Jan 12, 2007	2007	Stomp the Yard	Drama	Contemporary Fiction	14000000.00	2169	21833312.00	61356221.00	14169497.00	75525718.00	Drama
Jun 8, 2007	2007	Surf's Up	Adventure	Kids Fiction	100000000.00	3531	17640249.00	58867694.00	86528051.00	145395745.00	Adventure
Aug 31, 2007	2007	Halloween	Horror	Fantasy	15000000.00	3475	26362367.00	58269151.00	19245250.00	77514401.00	Horror
Oct 12, 2007	2007	Why Did I Get Married?	Romantic Comedy	Contemporary Fiction	15000000.00	2034	21353789.00	55204525.00	729653.00	55934178.00	Comedy
Mar 23, 2007	2007	TMNT	Action	Science Fiction	35000000.00	3120	24255205.00	54149098.00	41946920.00	96096018.00	Action
Dec 21, 2007	2007	P.S. I Love You	Romantic Comedy	Contemporary Fiction	30000000.00	2471	6481221.00	53695808.00	102073870.00	155769678.00	Comedy
Sep 7, 2007	2007	3:10 to Yuma	Western	Historical Fiction	48000000.00	3006	14035033.00	53606916.00	17564909.00	71171825.00	Drama
Dec 21, 2007	2007	Sweeney Todd: The Demon Barber of Fle…	Musical	Historical Fiction	0.00	1507	9300805.00	52898073.00	100431771.00	153329844.00	Concert/Musical
Dec 7, 2007	2007	Atonement	Drama	Historical Fiction	30000000.00	1400	796836.00	50980159.00	78799569.00	129779728.00	Drama
Sep 21, 2007	2007	Resident Evil: Extinction	Action	Science Fiction	45000000.00	2848	23678580.00	50648679.00	99222424.00	149871103.00	Action
Feb 14, 2007	2007	Music and Lyrics	Romantic Comedy	Contemporary Fiction	40000000.00	2955	13623630.00	50572589.00	95624296.00	146196885.00	Comedy
Apr 4, 2007	2007	Are We Done Yet?	Comedy	Contemporary Fiction	0.00	2944	14262724.00	49662533.00	8725535.00	58388068.00	Comedy
Nov 21, 2007	2007	This Christmas	Drama	Contemporary Fiction	13000000.00	1921	17958183.00	49121934.00	611611.00	49733545.00	Drama
Oct 5, 2007	2007	Michael Clayton	Drama	Contemporary Fiction	21500000.00	2585	719910.00	49033882.00	43953769.00	92987651.00	Drama
Mar 16, 2007	2007	Premonition	Thriller/Suspense	Contemporary Fiction	20000000.00	2831	17558689.00	47852604.00	33608739.00	81461343.00	Thriller/Suspense
Oct 26, 2007	2007	Dan in Real Life	Romantic Comedy	Contemporary Fiction	0.00	1941	11809445.00	47642963.00	18026038.00	65669001.00	Comedy
Sep 28, 2007	2007	The Kingdom	Action	Contemporary Fiction	72500000.00	2836	17135055.00	47467250.00	39042352.00	86509602.00	Action
Mar 23, 2007	2007	Shooter	Thriller/Suspense	Contemporary Fiction	60000000.00	2806	14523571.00	47003582.00	48534978.00	95538560.00	Thriller/Suspense
Jul 3, 2007	2007	License to Wed	Romantic Comedy	Contemporary Fiction	35000000.00	2715	10422258.00	43799818.00	26387270.00	70187088.00	Comedy
Aug 3, 2007	2007	Underdog	Adventure	Fantasy	0.00	3013	11585121.00	43760605.00	21272723.00	65033328.00	Adventure
Jul 27, 2007	2007	No Reservations	Romantic Comedy	Contemporary Fiction	28000000.00	2425	11704357.00	43107979.00	48835977.00	91943956.00	Comedy
Feb 2, 2007	2007	Because I Said So	Comedy	Contemporary Fiction	39000000.00	2529	13122865.00	42674040.00	26864793.00	69538833.00	Comedy
Dec 25, 2007	2007	Aliens vs. Predator - Requiem	Action	Science Fiction	40000000.00	2617	10059425.00	41797066.00	87087428.00	128884494.00	Action
Dec 25, 2007	2007	The Water Horse: Legend of the Deep	Drama	Fantasy	40000000.00	2777	9186054.00	40412817.00	63016938.00	103429755.00	Drama
Dec 26, 2007	2007	There Will Be Blood	Drama	Historical Fiction	25000000.00	1620	190739.00	40222514.00	36986197.00	77208711.00	Drama
Jan 26, 2007	2007	Epic Movie	Comedy	Contemporary Fiction	20000000.00	2840	18612544.00	39739367.00	47119211.00	86858578.00	Comedy
Nov 21, 2007	2007	Hitman	Action	Contemporary Fiction	24000000.00	2468	13180769.00	39687694.00	59447877.00	99135571.00	Action
Oct 19, 2007	2007	30 Days of Night	Horror	Fantasy	30000000.00	2859	15951902.00	39568996.00	40707160.00	80276156.00	Horror
Apr 20, 2007	2007	Fracture	Thriller/Suspense	Contemporary Fiction	0.00	2443	11014657.00	39004700.00	50200000.00	89204700.00	Thriller/Suspense
Aug 10, 2007	2007	Stardust	Adventure	Fantasy	70000000.00	2565	9169779.00	38634938.00	98387307.00	137022245.00	Adventure
Sep 14, 2007	2007	The Brave One	Drama	Contemporary Fiction	70000000.00	2837	13471488.00	36793804.00	32998900.00	69792704.00	Drama
Oct 5, 2007	2007	The Heartbreak Kid	Romantic Comedy	Contemporary Fiction	0.00	3233	14022105.00	36787257.00	90981533.00	127768790.00	Comedy
Jan 5, 2007	2007	Freedom Writers	Drama	Dramatization	21000000.00	2286	9405582.00	36605602.00	7027007.00	43632609.00	Drama
Jan 26, 2007	2007	Smokin' Aces	Comedy	Contemporary Fiction	17000000.00	2219	14638755.00	35662731.00	21600709.00	57263440.00	Comedy
Feb 2, 2007	2007	The Messengers	Horror	Fantasy	16000000.00	2529	14713321.00	35374833.00	18400000.00	53774833.00	Horror
Feb 23, 2007	2007	The Number 23	Thriller/Suspense	Contemporary Fiction	32000000.00	2759	14602867.00	35193167.00	42400000.00	77593167.00	Thriller/Suspense
Sep 21, 2007	2007	Good Luck Chuck	Romantic Comedy	Contemporary Fiction	25000000.00	2612	13652001.00	35017297.00	24166524.00	59183821.00	Comedy
Aug 24, 2007	2007	Mr. Bean’s Holiday	Adventure	Contemporary Fiction	25000000.00	1778	9889780.00	33302167.00	201679175.00	234981342.00	Adventure
Mar 2, 2007	2007	Zodiac	Thriller/Suspense	Dramatization	85000000.00	2379	13395610.00	33080084.00	50000000.00	83080084.00	Thriller/Suspense
Feb 16, 2007	2007	Breach	Thriller/Suspense	Dramatization	0.00	1505	10504990.00	33000880.00	1457899.00	34458779.00	Thriller/Suspense
Aug 29, 2007	2007	Balls of Fury	Comedy	Contemporary Fiction	0.00	3081	11352123.00	32886940.00	8893086.00	41780026.00	Comedy
Nov 16, 2007	2007	Mr. Magorium's Wonder Emporium	Comedy	Fantasy	0.00	3168	9630085.00	32061555.00	36130088.00	68191643.00	Comedy
Nov 21, 2007	2007	August Rush	Drama	Fantasy	25000000.00	2310	9421369.00	31664162.00	34217941.00	65882103.00	Drama
Feb 14, 2007	2007	Daddy's Little Girls	Romantic Comedy	Contemporary Fiction	0.00	2111	11210754.00	31366978.00	242265.00	31609243.00	Comedy
Dec 25, 2007	2007	The Great Debaters	Drama	Dramatization	15000000.00	1290	6005180.00	30226144.00	35149.00	30261293.00	Drama
May 11, 2007	2007	28 Weeks Later	Horror	Science Fiction	15000000.00	2305	9807292.00	28638916.00	35593798.00	64232714.00	Horror
Oct 12, 2007	2007	We Own the Night	Drama	Contemporary Fiction	28000000.00	2402	10826287.00	28563179.00	26744678.00	55307857.00	Drama
Jun 1, 2007	2007	Mr. Brooks	Thriller/Suspense	Contemporary Fiction	0.00	2453	10017067.00	28476219.00	17512793.00	45989012.00	Thriller/Suspense
Feb 9, 2007	2007	Hannibal Rising	Thriller/Suspense	Historical Fiction	50000000.00	3003	13051650.00	27669725.00	52913586.00	80583311.00	Thriller/Suspense
Aug 24, 2007	2007	The Nanny Diaries	Comedy	Contemporary Fiction	0.00	2636	7480927.00	25926673.00	20064522.00	45991195.00	Comedy
