AcresBurned	Year	month	Location	Name
2534	2019	11	Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff	Ranch Fire
2512	2019	06	Guinda	Sand Fire
2500	2019	05	off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano	Refuge Fire
2438	2019	08	Off Highway 395 and Red Rock Road, North of Hallelujah Junction	Long Valley Fire 
2422	2019	06	Del Puerto Canyon Rd, east of Patterson  	Rock Fire
1975	2019	09	Golden Trout Wilderness, Inyo National Forest	Cow Fire
1926	2019	09	Tenaja Road and Clinton Keith Road, in La Cresta	Tenaja
1872	2019	09	Ash Creek and Highway 96, Southwest of Hornbrook	Lime Fire
1764	2019	06	Highway 46 East and McMillan Canyon Road, North of Shandon	McMillan Fire
1507	2019	08	City of Tecate, southeast of San Diego 	Border 8 Fire
1350	2019	06	North Butte Rd & West Butte Rd, northeast of Colusa	West Butte Fire
1301	2019	08	Highway 66 and Ward Rd, 13 miles west of Keno, Oregon	Ward Fire
1165	2019	07	Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada	Jasper Fire
1127	2019	06	off Highway 58 and Boulder Creek Road, California Valley	Boulder Fire
1020	2019	08	Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline	W1 McDonald Fire
974	2019	07	Gillis Canyon and South East of Shandon	Gillis Fire
835	2019	05	Belmont & Costa Mesa Rd, In California Valley	Belmont Fire
757	2019	08	Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood	Marsh Complex
756	2019	08	Dry Creek Dr and Lomitas Drive, east of Woodlake	Creek Fire
745	2019	10	East Sepulveda Blvd and I-405 near Los Angeles City 	Getty Fire 
703	2019	10	Potter Valley Road and  Highway 20, east of Calpella in Mendocino County	Burris Fire
604	2019	09	Baseline Road and Country Acres Lane, north of Rio Linda 	Baseline Fire 
600	2019	08	Bear Mountain Road and Dry Creek Road, north of Bella Vista	Mountain Fire
600	2019	06	Interstate 5 and Pete Miller Road, southwest of Newman	Stuhr Fire
526	2019	10	American Canyon and Highway 80, east of American Canyon	American Fire
525	2019	06	off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail	Jerry Fire
520	2019	09	Horseshoe Trail and Stagecoach Road, Juniper Flats	Horseshoe Fire 
496	2019	09	Swedes Flat Road and Oro Bangor Highway, east of Oroville	Swedes Fire
448	2019	08	Off Airway Road and Caliente Ave, in San Ysidro 	Caliente Fire
448	2019	07	near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela	Mesa Fire 
423	2019	08	Bear Valley Rd and Cotton Creek Rd, east of Snelling	Hunter Fire
420	2019	10	Calle Real & Hwy 101 west of El Capitan 	Real Fire
381	2019	09	Northeast of Broder Meadow	Broder Fire
350	2019	10	Reche Canyon Rd and Jordan Dr, Moreno Valley	Reche Fire
328	2019	10	5300 block of 46th Street, East Jurupa Valley 	46 Fire
316	2019	07	near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood 	Lake Fire
300	2019	09	Off of Hwy 99 and Hwy 149, Southeast of Chico	Hwy Fire
283	2019	07	West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy	Hollow Fire
280	2019	09	Highway 3 and Bear Creek Loop, Northeast of Coffee Creek	Rams Horn Fire
280	2019	07	In Los Padres National Forest, West of Fort Hunter Liggett 	Mill Fire
279	2019	09	3 miles northwest of Reyes Creek	Snail Fire
263	2019	07	Snowstorm Rd, south of Ravendale	Snowstorm Fire
260	2019	09	North of Fredonyer Peak, southwest of Termo	R-6 Fire
257	2019	06	Off Rd 256 & Ave 220, east of Strathmore	Citrus Fire
250	2019	09	Kangaroo Court and River Ridge Drive, Riverside 	Sycamore Fire
244	2019	09	Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo	Henthorne Fire
244	2019	07	McSwain Entrance and Lake McClure Rd, Hornitos	Lake Fire
240	2019	08	Central Pkwy and Croak Rd, 4 miles east of Dublin	Harte Fire
227	2019	09	Marble Mountain Wilderness and Kidder Creek, Northwest of Etna	Kidder 2 Fire
225	2019	08	Off Moose Rd & Bus McGall Rd northwest of Hopland	Moose Fire
220	2019	09	Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo	Lopez Fire
214	2019	06	Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont	Wolf Fire 
213	2019	07	Off Road 33 and Highway 145, Bonadelle	Madera Fire 
210	2019	06	Off of Merced Fall Road and La Grange Road, East of Snelling	Merced Fire 
210	2019	06	Malech Rd & Bailey Rd, South San Jose	Malech Fire
208	2019	07	I 5 and Diger Rd, South of Bakersfield	Tejon Fire
207	2019	06	off Highway 96 and Lumgrey Road, West of Gottsville	Lumgrey Fire
202	2019	07	Off of Milton Road and Highway 4, North of Oakdale 	Milton Fire 
200	2019	10	off of W 59th and Hill Dr, in San Bernardino National Forest	Hillside Fire
200	2019	10	East Cypress Rd and Bethel Island Road, Knightsen, CA  	Cypress Complex
200	2019	10	Olivas Park Drive, near the Buenaventura Golf Course	Olivas Fire
200	2019	09	Dehesa Road and Sloan Canyon Road	Dehesa Fire 
200	2019	09	McMurray Rd and Hwy 101, north of Buellton	McMurray Fire
193	2019	07	Off Old Highway and Cowboy Joe Road, Northwest of Doyle	Doyle Fire
190	2019	09	Off SB Interstate 5 and West Stuhr Road, South of Patterson City 	Stuhr Fire 
190	2019	07	Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields	Sargent Fire
183	2019	07	Off Marshview Road and Highway 680, South of Cordelia 	Marshview Fire
172	2019	05	Off Highway 166 at Wind Wolves Preserve	Vulcan Fire
167	2019	09	Bautista Road and Tripp Flats, West of Lake Hemet	Bautista Fire
167	2019	09	Panoche Road and New Idria Road, Paicines	Antelope Fire
161	2019	04	Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)	York Fire
156	2019	08	Dersch Rd and Cottage Hill Dr, northeast of Anderson 	Cottage Fire
156	2019	08	Off Interstate 5 & Templin Hwy	Five Fire
156	2019	07	Chino Hils Parkway and Grand Avenue, Chino Hills	Star Fire
155	2019	06	Off Spruce Rd & Myer Dr, east of Exeter	Spruce Fire
150	2019	10	Commings Skyway and I-80, south of Crockett	Sky Fire 
150	2019	07	Dehesa Road and Slone Canyon Road, Dehesa	Dehesa Fire
148	2019	06	Watt Ave & Dyer Road, northeast of Rio Linda	Dyer Fire
145	2019	10	near Old Waterman Canyon Road and Hwy 18. 	Old Water Fire
144	2019	05	Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson	Canyon Fire
140	2019	10	Glen Cove Pkwy and Lookout Dr, south of Vallejo	Glencove Fire 
139	2019	08	Patterson Pass and Midway Road, west of Tracy	Patterson Fire
131	2019	08	Off Highway 139  and Horselake Road, North of Susanville	Horse Fire
131	2019	07	Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula	South Fire 
130	2019	08	Juniper Ridge Road and Juniper Tree Road, north of Ravendale	R-1 Fire
130	2019	07	Usal Creek and Usal Rd, west of Leggett	Usal Fire
130	2019	05	off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella	Shady Fire
128	2019	09	Calaveras Rd and Felter Road, 5 miles northeast of Milpitas	Reservoir Fire
128	2019	07	Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell 	Goose 2 Fire
121	2019	05	S. Hills Valley Road, north of Orange Cove	Hill Fire
120	2019	06	one mile west of the DeLuz gate, Camp Pendleton	Weisgarber Fire
120	2019	06	Bitterwater Road East of Paso Robles	Bitter Fire 
115	2019	04	Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield	Woody Fire
105	2019	08	off of 120th Street  West and Coppermill Road, Lancaster 	West Fire 
103	2019	08	County Road 48 and Highway 395, northeast of Alturas	Meadow Fire (Not a CAL FIRE incident)
100	2019	07	north of Lake Cachuma	Range Fire
100	2019	07	Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border	Border Fire
98	2019	09	Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris	Kennedy Fire
97	2019	10	Sawday Truck Trail and Little Page Rd, Community of Witch Creek 	Sawday Fire 
96	2019	07	27000 block of Orange Avenue in Nuevo	Orange fire
95	2019	07	Off Highway 166  and Highway 101, North of Santa Maria	Thompson Fire 
94	2019	08	26000 Block El Toro Road, North of Lake Elsinore	Toro Fire 
91	2019	10	Potrero Rd and S Wendy Dr, Newbury Park	Wendy Fire
91	2019	09	Southwest of Bald Mountain and Klamath Bar, Klamath National Forest	Bar Fire
90	2019	07	west Lower Jones Road, west of the Community of Slough 	Whiskey Fire
90	2019	06	Trinity Alps Vista Road and Bland Road, southwest of Ono	Trinity Fire
85	2019	09	Highway 193 and Penobscot Rd, east of Cool	Country Fire
84	2019	08	Off Twin Cities Road and Clay Station Road, Northeast of Herald 	Browns Fire
83	2019	09	By the intersection of Tulloch Road and Highway 108 in Jamestown, California.	Tulloch Fire
83	2019	07	Tree of Heaven Campground, east of Gottsville	Tree Fire
81	2019	08	Off of Timm Road and Allendale Road, South of Winters 	Timm Fire 
81	2019	07	Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley	Milpas Fire
81	2019	07	Highway 371 near Lake Riverside Drive	Meadow Fire
80	2019	10	Between Durham and Richvale	Nelson Fire 
80	2019	08	near Northbound Intestate 15 and Temescal Canyon	Ivy Fire
80	2019	08	Off of Marron Valley Road and Border Road, Southeast of Dulzura  	Border 9 Fire
80	2019	07	Off of Kahler Court and Felter Road, East of Milpitas	Sweigert Fire 
80	2019	07	Lincoln St and Ave 66, Mecca, 6 miles south of Coachella	Lincoln Fire
80	2019	06	off Scott Forbes Rd, 5 miles east of Browns Valley	Scott Fire
80	2019	06	off Scott Forbes Rd, 5 miles east of Browns Valley	Scott Fire
75	2019	11	Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake	Eagle Fire
74	2019	07	Northbound US 101 at Coyote Creek Golf Drive in San Jose	Coyote Fire
70	2019	06	Highway 20 & E 22nd Street, in Marysville	Levee Fire
68	2019	10	Inghram Road, South Corning	Corning Fire 
67	2019	10	Highway 1 and Panoramic Hwy, Stinson Beach	Muir Fire
67	2019	09	By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.	Lynette Fire
66	2019	09	Jolon Road and New Pleyto Road, Lockwood	Jolon Fire
65	2019	05	Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill	Sugar Fire
64	2019	07	Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena	Canyon Fire
63	2019	10	Elk Creek	Elk Fire
63	2019	05	Paskenta Rd and Canal View Road, northwest of Corning	Paskenta Fire
62	2019	10	Highway 1 and Gazos Creek Rd, south of Pescadero	Cabrillo Fire
60	2019	08	Santa Teresa Blvd and Bayliss Drive, South San Jose	Bayliss Fire
58	2019	09	Forbestown Road and Hurleton Swedes Flat Road, east of Oroville 	Forbestown Fire
58	2019	08	Sellers Ave and Delta Rd, 2 miles northeast of Brentwood	Sellers Fire
55	2019	10	Shaffer Mountain, Northeast of Susanville in Lassen County	Horse Fire
55	2019	05	Off Avenue 66 in Thermal	66 Fire
53	2019	09	Highway 29 and Cole Creek Road, South of Kelseyville	Oak Fire
52	2019	10	Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo	Ranch Fire
52	2019	09	near 14000 block of Willow Rd, Northeast Lakeside 	Willow Fire
50	2019	10	off of Border road and Canyon Road, Southeast of Chula Vista 	Copper Fire
50	2019	10	Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County	Forest Fire
50	2019	08	off White Rock Road and Prairie City Road 	Prairie Fire 
50	2019	06	Pope Valley Rd, northeast of Calistoga	Ink Fire
50	2019	05	Off Munjar Rd, north of Chico	Meridian Fire
47	2019	07	Off Aborn Road and Murillo Avenue, East San Jose 	Aborn Fire
47	2019	06	Off Mountain Road 56 East of Ducor 	Springs Fire
46	2019	08	Gas Point Rd & Lower Gas Point Rd in Igo	Lower Fire
46	2019	06	off Corning Road and Paskenta Road, West of Corning	Paskenta Fire
45	2019	05	Near the Intersection of Highway 95 and 2nd Avenue, in Blythe	Diversion Fire
44	2019	09	near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras	Flood Fire 
43	2019	06	near San Ardo	Ardo Fire
42	2019	10	North Palisades Dr., Pacific Palisades	Palisades Fire
42	2019	10	Millville Plains Road and Sprig Road in Millville	Plains Fire
38	2019	07	Camp Far West rd & Nisenan Ln, northeast of Wheatland	Far Fire
35	2019	08	at Jamieson Road and Cañada Road near Gilroy	Jamieson Fire
35	2019	08	Patterson Drive, south of Placerville	Patterson Fire
35	2019	07	Hwy 96 near the Klamath River Community Hall	Community Fire
35	2019	06	Calaveras Road and Weller Road East of Milpitas	Calaveras Fire 
34	2019	09	Mead Valley 	Redwood Fire
34	2019	08	Highway 371 cross of Yucca Road	Yucca Fire
33	2019	08	Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base	Heavy Range Fire
33	2019	06	off of Yokohl Drive in Tulare County 	Yokohl Fire
30	2019	10	Highway 46 and Bitterwater Rd	Bitter Fire
30	2019	09	Off Tyler Road and Jennings Road, Southwest of Vallejo	Mare Fire
30	2019	08	Highway 44 and Gilbert Drive, Palo Cedro, East of Redding	Gilbert Fire
30	2019	07	Near Yolla Bolla Rd & Roaring Creek in Igo	Ranch Fire
30	2019	06	off Grant Line Rd and Mountain House Rd	Mountain Fire
30	2019	04	Hwy 111 and Tramway Rd, Palm Springs	Girasol Fire
30	2019	01	Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek	Pilot Fire
29	2019	10	Highway 152 and Dinosaur Point Rd 	Point Fire 
29	2019	08	Caliente Bodfish Rd, east of Bakersfield	Caliente Fire
28	2019	09	Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.	Glass Fire
28	2019	06	East of the Lower Otay Reservoir, East of Chula Vista	Otay Fire
27	2019	06	Watt Ave near Baseline Road 	Watt Fire
26	2019	05	Off Foothill Avenue & Orange Avenue, in Nuevo	Foothill Fire
25	2019	10	Hwy 29 and Spruce Grove Road in Lake County	Grove Fire
25	2019	09	Hwy 198 x Frame Rd, east of Monterey County Line	Frame Fire
25	2019	08	Mexico / California International border in the area east of the Otay port of entry.	Border 10 Fire
25	2019	08	Mexico / California International border in the area east of the Otay port of entry.	Border 10 Fire
25	2019	07	Christensen Road, Near Bethany Reservoir 	Bikeway Fire
25	2019	06	Off of Balch Park Rd in Springville	Bear Fire
24	2019	07	Franklin Canyon Rd. 	Fellow Fire
24	2019	06	Cordelia Road and Link Road 	Nelson Fire 
23	2019	06	Highway 4 and Willow Pass Rd, 2 miles west of Bay Point	Willow Fire
22	2019	05	off Tin Can Canyon along the border in Otay Mesa	Border Fire
21	2019	08	10,000 Block Preston Lane, Jamestown	Preston Fire
20	2019	08	Off of Spring Valley Road and Highway 20	Spring Fire 
20	2019	08	David Mountain Radio Road at David Mountain Road in Beaumont	Radio Fire
20	2019	08	Soda Bay Road and Golf Drive, northwest of Clearlake	Golf Fire
20	2019	07	Off of Girard Street and Quiet Hills Drive 	Gibbel Fire 
20	2019	06	Nuevo Road and Menifee Road	Nuevo Fire
19	2019	11	off of La Sierra Ave and Tin Mine Road,  East of Corona 	Sobrante Fire 
19	2019	09	Warren Rd & Old Mine Rd in Hemet	Warren Fire
19	2019	08	eastbound 580 and North Flynn Road	Carroll Fire
18	2019	10	Del Puerto Canyon Road east of Frank Raines Park west of Patterson	Del Fire
17	2019	09	off of Grass Valley Road and Cienega Road, in Hollister	Foster Fire 
17	2019	06	Mines Road and Turner Gulch in the San Antone Valley. 	Mines Fire
17	2019	06	Humboldt Road and Highway 32	32 Fire
17	2019	06	Rocky Rd and Harry Cash Rd, 9 miles east of Grenada 	Rocky Fire
16	2019	09	at Whitmore Road and Cow Creek Ranch Road in Millville	Cow Fire
16	2019	08	Off of Greenstone Road and Buck Mountain Road 	Greenstone Fire 
15	2019	09	Near Duzel Rock Lookout, northeast of Etna	Duzel Fire
15	2019	09	Old Dump Road, south of Summit Valley Road, Hesperia	Telephone Fire
15	2019	06	Highway 76 and Pauma Valley Road 	Pauma Fire
13	2019	07	Northeast of Placerville in the community of Camino, off of Shadow Ridge Road	Carson Fire
12	2019	10	SR 84 and Little Valley Road in Sunol	Little Fire
12	2019	06	Off Craig Access Road, Near Lake Oroville 	Mayberry Fire 
11	2019	10	Beaumont and San Timorese Canyon	Beaumont Fire
11	2019	10	Highway 36E east of Dales Station and Manton Road	Dales Fire
11	2019	09	Knights Ferry	Bridge Fire
11	2019	09	Mines Road, Livermore	Mines Fire
10	2019	10	Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge	Fairmont Fire
10	2019	10	Inghram Road, South Corning	Inghram Fire
10	2019	09	Electra Road and Highway 49, east of Jackson	Electra Fire
10	2019	09	Bailey Road and Terwilliger Road in Anza	Bailey Fire
10	2019	07	Off Moms Lane and Lone Tree Road, South of Orville 	Moms Fire 
10	2019	06	Deer Run Road, east of Iron Gate Reservoir	IronGate Fire
10	2019	04	Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico	Cana Fire
9	2019	10	Eagle Canyon Rd. and Cajalco Rd., southwest of Corona	Eagle Fire
2	2019	06	Off of  Long Point Road and Old Mill Road, Southeast of Camptonville in Nevada County 	Long Fire
	2019	11	County Road 102 and County Road 17, North of Woodland	Cashe Fire 
	2019	10	Near Basilone Road and Las Pulgas Road, near Camp Pendleton North	Oak Fire
	2019	10	Johnson Street and Ave 82	Johnson Fire 
